gene,logFC,P.Value
10422,-0.459521667,0.0584113
55766,-0.681615,0.058624194
285613,-0.353138333,0.058627478
55454,-0.697275,0.058652917
101927278,0.402016667,0.058692669
54545,0.493988333,0.058692967
63875,-0.795943333,0.058700735
2281,-1.541083333,0.058703504
9556,-0.478846667,0.058714622
55128,-0.47384,0.05873952
118472,-0.562253333,0.058740811
79631,-0.752158333,0.058785805
100506696,-0.92597,0.05880116
348158,0.264608333,0.058844732
79833,-0.646841667,0.058858575
23117 /// 440345 /// 613037 /// 728888 /// 100132247 /// 100288332 /// 101060275 /// 101929910,0.79828,0.058873047
79815,0.706473333,0.058892394
9601,-0.575905,0.059017705
65999,-0.388868333,0.059022463
4905,0.636768333,0.059057694
55052,-0.450688333,0.059091522
11266,-0.542721667,0.059109768
197135,-0.410661667,0.059133127
7637,0.599895,0.059137987
1044,-0.458531667,0.059175488
6433,0.54369,0.059184404
84836,-0.410696667,0.059208798
81493,-1.291948333,0.05926078
409,-0.37693,0.05928534
128153,-0.530278333,0.059332957
8079,-0.532011667,0.059343211
8386,0.298945,0.059351756
55696,0.376016667,0.059359282
11117,-1.337546667,0.059434921
5610,-0.829363333,0.059439523
373861,-0.43842,0.059481085
377,-0.614693333,0.059481779
5721 /// 102465801,-0.645633333,0.059528294
25842,-0.849783333,0.059553774
130916,0.36478,0.059559074
81563,0.70896,0.059574315
79650,-0.432106667,0.059606369
29935,0.984238333,0.059613747
2356,-0.39957,0.059614846
128977,-0.380378333,0.059616679
4487,0.391176667,0.059718409
203522,0.61422,0.059774637
80131,-0.562108333,0.059779568
124997,-0.367411667,0.059780869
9276,-0.687975,0.059811044
677,0.25541,0.059849935
123876,1.086966667,0.059889215
64344,0.437351667,0.059923847
84986,0.62404,0.059958131
91978,-0.822088333,0.059960282
80173,0.418365,0.059974866
100128071,0.467921667,0.060009002
389337,0.85846,0.060031924
51530,0.39045,0.06004126
64943,-0.899395,0.060074244
163742,0.343198333,0.06008272
26205,0.347006667,0.060089908
29093,-0.72379,0.060249186
51363,-0.645048333,0.060275675
10982,0.41182,0.06028882
3075 /// 3078,0.772716667,0.060397039
81856,0.480093333,0.06044433
51388,-0.846568333,0.060450451
100505894,0.60638,0.060470817
51103,-1.550513333,0.060509587
729299,0.516093333,0.060517796
54827,0.441983333,0.060536905
121278,0.331378333,0.060579211
101927096,-0.435463333,0.060602957
101928043,0.271553333,0.060609457
4323,-0.502881667,0.060627699
60,-0.332353333,0.060638281
51130 /// 100302652,0.789693333,0.060659041
114815,0.497511667,0.060670889
728190 /// 101060691,-0.918485,0.060671205
5770,-0.595365,0.060723082
1305,-0.917753333,0.060741159
60673,-0.573085,0.060744172
83881,-0.28947,0.060757317
101929019,0.428251667,0.060780018
4040,0.700625,0.06079335
10963,-0.500345,0.060801129
340017,0.243721667,0.060818393
10915,0.56219,0.060837797
50515,-0.754206667,0.060857425
64858,-0.320461667,0.060928676
9847,0.690125,0.060944706
134510,-0.815256667,0.060972686
30817,-0.27899,0.061059553
638,-0.759771667,0.06112228
3606,-1.027643333,0.061160625
55846 /// 100507424,0.316056667,0.06140009
1518,-0.348738333,0.06141475
55186,0.551195,0.061418442
9870,-0.472535,0.061502548
6799,0.471293333,0.061588006
153339,-1.030578333,0.061599691
23683,0.481175,0.061602276
79922,-0.37172,0.061677204
8336,-0.518776667,0.061679706
101927943,-0.448861667,0.061722492
57608,-0.646533333,0.061724398
6840,0.630591667,0.06172857
753,-0.942733333,0.061768072
9715,-0.613556667,0.061787055
57096,-0.559101667,0.061831472
1996,-0.641358333,0.061867924
9759,1.26892,0.061874546
134147,0.446558333,0.061879446
3162,-1.110616667,0.06188234
4725 /// 6134,-0.519831667,0.061883606
474354,0.253425,0.061911558
1069,-0.701286667,0.06194518
283234,-0.46269,0.062029511
5119,-0.403943333,0.062032473
56922,0.474643333,0.06204092
8710,-0.29673,0.06213296
5438,-0.571488333,0.062139906
3736,0.3169,0.062153517
6760,-0.486518333,0.062157914
401494,-0.91509,0.062166257
101928954,-0.58855,0.062196441
1111,-0.753693333,0.062253174
8675,0.375845,0.062259272
6773,-0.442068333,0.062302846
59352,-0.368491667,0.062328635
101928429,-0.908598333,0.062334065
146177 /// 730094 /// 101930115,0.682785,0.062350734
414245,0.255366667,0.062357565
5277,0.649115,0.062380034
646762,0.47251,0.062404087
55366,-1.050388333,0.062405991
57140,-0.620288333,0.062529745
84842,-0.39358,0.062551015
158219,-0.684528333,0.062632383
26146,0.513558333,0.06265852
4267,-0.42892,0.062659027
6540,-0.331563333,0.062723069
51524,-0.491553333,0.062726296
2316,-0.731548333,0.062744464
221442,0.496846667,0.062807439
7187,-0.813068333,0.062815003
154141,0.766643333,0.062930031
54762,1.041935,0.062939474
27248,-0.646171667,0.062945996
50859,0.764471667,0.062951813
123775,-0.51187,0.062970601
10206,-0.781536667,0.06299077
51806,-1.143146667,0.06300569
55107,-0.764921667,0.063099832
80863 /// 100507547,0.560208333,0.063122355
6142 /// 26780,-0.563715,0.063171157
29086,-0.474518333,0.063175625
708,-0.6802,0.063194986
54898,-0.641488333,0.063249935
51246,-0.635843333,0.063250972
23670,-1.042681667,0.063274231
283847,0.39131,0.06333367
212,-0.404618333,0.063340036
64147,0.473396667,0.063350482
51006,-0.577661667,0.063351651
23284,0.56594,0.063491786
5738,-0.831711667,0.063510707
7554 /// 100507739,-0.841831667,0.063518462
1174,-0.441985,0.063534316
6470,0.35167,0.063541653
22993,-0.590601667,0.063545651
100506555,0.495621667,0.063564006
1577,1.068845,0.063587446
6307,-0.792935,0.06363565
9019,-0.675273333,0.063671727
26229,-0.462418333,0.063753323
27040,-0.70737,0.063755254
90273,-0.532421667,0.063755431
56242,-0.804323333,0.063782636
54553 /// 100616193,-0.754058333,0.063831062
83716,-0.706938333,0.063858641
55277,-0.629036667,0.063949026
4671,-0.514843333,0.063963829
7172,-0.334375,0.063976772
25822,-0.749336667,0.06401222
55969 /// 100527943,-0.592771667,0.064070679
10527,-0.628418333,0.064137318
51142,-0.525805,0.064237038
8718,0.947723333,0.064285547
55631,0.346056667,0.064290017
100130776,-0.612763333,0.064296972
8869,0.618353333,0.064328084
1521,-0.514018333,0.064328484
23042 /// 283970 /// 102724985,0.450508333,0.064330723
158038,0.615826667,0.064373094
10681,-0.618285,0.064377556
127428,-0.641186667,0.064392079
123016,-0.694605,0.064416504
284408,0.620165,0.064459753
22820,-0.54785,0.064522724
170575,1.241445,0.064573996
23321,0.732905,0.064577393
54839,0.969628333,0.064599453
387601,0.34019,0.064625432
80762,0.597218333,0.064686675
1154,-0.453406667,0.064688564
55319,-0.643691667,0.06477652
9448,-0.528856667,0.064851582
868,0.606396667,0.064944956
9895,-0.342346667,0.064960391
1690,0.753915,0.065023045
342945,-0.61797,0.065064499
29802,-0.378633333,0.065070744
375444,-0.703151667,0.065189646
283927,0.52747,0.065222424
6633,-0.571893333,0.065256194
84221,-0.536661667,0.065269414
4068,-0.857753333,0.065360875
8218,-0.552036667,0.065457818
2560,0.538498333,0.065468882
6352,-1.220111667,0.06547326
728537,0.551306667,0.065581053
256309,-0.739686667,0.065623176
4830,-1.149805,0.065674728
23306,0.425313333,0.065694399
84947,-0.780416667,0.065739652
400709,0.37021,0.065740989
7270,0.599343333,0.065772622
54014,0.4418,0.065907184
196294,-1.070063333,0.065934678
9948,-0.539158333,0.065937756
55013,-0.552218333,0.065961192
79000,0.333728333,0.065968091
9840,-0.459563333,0.066084247
150684,-0.592505,0.066086499
9747 /// 100294033,0.41154,0.066091305
92002,-0.542301667,0.066107408
4800,1.090088333,0.066154914
83450,0.776246667,0.066296319
100506070,0.382053333,0.066341733
196463,-0.590015,0.066373943
7832,0.716666667,0.066388809
101928513,-0.560681667,0.066393149
1176,-0.589281667,0.066394131
26517,-0.567116667,0.066462881
1655 /// 100616387 /// 100616408,0.553168333,0.066481379
8368,-0.368928333,0.066492866
22806,-0.736716667,0.066615784
6051,-0.415188333,0.066632092
397,-0.639368333,0.066649581
283856,0.375553333,0.066667332
8874,0.743026667,0.066684273
100129196,0.644515,0.066710575
140823,-0.610698333,0.066847347
3500 /// 3501 /// 3507 /// 28396 /// 102465871 /// 102466889,-2.85751,0.066876417
100129792,0.4933,0.066895413
3044,0.363115,0.066915909
338588,0.310753333,0.067020047
8621,0.568288333,0.067058982
8530,-1.053098333,0.06710847
8459,-0.73803,0.067181187
128229,-0.365675,0.067238223
55000,0.497066667,0.06727475
150051,0.334143333,0.067283411
285671,-0.932441667,0.067283574
101929340,0.856561667,0.067302727
100505685,0.307755,0.067309205
51389,-0.631488333,0.067348708
6399,-0.547795,0.067355917
116969,0.294615,0.067364367
55718 /// 101060521,0.449026667,0.067411416
92610,-0.89342,0.067444093
984 /// 728642,0.502641667,0.067455424
55752,-0.98454,0.067489264
254251,0.728498333,0.067491019
5558,-0.42954,0.067500823
22847,0.743133333,0.067514391
22882,0.38741,0.067547899
440699,0.273326667,0.067550468
25832 /// 55672 /// 200030 /// 284565 /// 100132406 /// 101060226 /// 101060684 /// 102724250,0.651605,0.067605394
2314,-0.568211667,0.067605443
7025,0.698238333,0.067673267
23013,0.448775,0.067731842
57539,0.82547,0.067769151
9792,0.466371667,0.06780335
6690,-1.042756667,0.067847152
138065,0.73344,0.067862908
100133319,0.25512,0.067878643
3908,1.086675,0.067888454
80821,0.643701667,0.067922076
120526,-0.477578333,0.067935586
57595,0.43024,0.067961263
55131,0.395323333,0.067968356
3416,-0.459558333,0.067973416
26586,-0.637255,0.067973633
55182,-0.489238333,0.067987931
7693,-0.504606667,0.068055075
54884,-0.480703333,0.068099525
130507,0.555605,0.068101847
9111,-0.768291667,0.068103195
2119,-0.781186667,0.068222948
10739,-0.721733333,0.068230022
79635,0.270863333,0.068235846
57826,-0.656773333,0.068268812
53916 /// 100529262,-0.445365,0.06829695
388533,0.254375,0.068325296
8743,-0.771585,0.068429031
79705,-0.317353333,0.068442912
9663,-0.399838333,0.068451186
4772,0.530013333,0.068459202
80727,-0.43959,0.068469724
3113,-0.785073333,0.068510986
8325 /// 100616500,-0.616676667,0.068541965
10436,-0.556443333,0.068792566
9274,-0.689961667,0.06883146
26297,0.53036,0.068864979
60386,-0.772146667,0.068890411
84302,0.654795,0.068916386
54884 /// 100996506,-0.451738333,0.06895687
966,0.623298333,0.069028427
4697,-1.015173333,0.069037023
123207,-0.883733333,0.069067
6625,0.61495,0.06907525
389114,0.836908333,0.069113351
11168,0.909976667,0.069183218
51409,-0.496476667,0.069200285
57129,-0.709043333,0.0692789
8576,-0.367746667,0.069319706
27333,-0.693048333,0.069324574
23596,-0.7487,0.069330374
23043,-0.961131667,0.069332022
55450,-0.602233333,0.069448884
26227 /// 80097 /// 653784,-0.642428333,0.069480732
57408,0.81576,0.069595279
3080,0.342941667,0.069661122
2537,-1.350776667,0.069661687
5774,0.559581667,0.069722052
79618,0.506711667,0.069796434
254048,0.718763333,0.069800426
116028,-0.662373333,0.069839885
10519,-0.883196667,0.069862843
94039,-0.932453333,0.069863215
57526,0.526541667,0.070106607
51606,-0.659675,0.07013322
9530,-1.115163333,0.070145293
653361,-1.19934,0.070250618
55421,0.610386667,0.070298591
10667,-0.42612,0.070353792
9534,0.771763333,0.070369704
7515,-0.318868333,0.07044711
84269,-0.597086667,0.070562938
150368,-0.666366667,0.070676814
100505494,0.314345,0.070682767
56912,-0.348781667,0.07068796
55967,-0.719831667,0.070738853
401014 /// 100505498,0.746681667,0.070762152
91120,0.782146667,0.070840746
54534,-0.614716667,0.070844955
65110,0.552138333,0.070957553
493861,-0.817675,0.070959593
25791,-0.377691667,0.070992812
84233,-0.799936667,0.071038139
4708,-0.599431667,0.071053664
7594,0.33528,0.071064379
100505710,-0.604188333,0.071207033
132851,0.257358333,0.071255352
6018,0.546595,0.071279059
25836,0.379821667,0.071301235
79939,0.491526667,0.071339684
509,-0.579623333,0.071393375
150737,-0.589425,0.071394895
55351,0.488635,0.07140286
100506289,0.380198333,0.071434462
54949,-0.355788333,0.071434695
11137,0.75007,0.071436329
26253,-0.661331667,0.071478826
55798 /// 339175,-0.630888333,0.071497026
5025,-0.648965,0.071504313
400931,0.65727,0.071516496
3355,0.261985,0.071583214
5683 /// 79020,-0.456151667,0.071596238
55118,0.425111667,0.071639143
554,0.40534,0.071639438
163051,0.914843333,0.071673665
4852,-0.430803333,0.071679336
22928,-0.476453333,0.071750308
120065,0.265643333,0.071751326
28977,-0.721491667,0.07178902
125228,-0.612585,0.071845714
23251,-0.594996667,0.071881627
1909,-1.227813333,0.071932655
4814,-0.884171667,0.071933402
494470,-0.609633333,0.07198218
6541,0.778753333,0.072003699
79091,0.483781667,0.072102714
86,-0.808025,0.072109588
7738,-0.772861667,0.072137515
101928896,0.319843333,0.072182101
7109 /// 102724200,-0.754631667,0.072201367
2260,0.66114,0.072259827
100507062,0.655606667,0.072298548
51626,0.749663333,0.072327411
57605,0.31556,0.072338413
10518,-0.274808333,0.072373003
6249,0.702758333,0.072380317
5634,-0.75776,0.072397784
26095,-0.371195,0.072448688
59345,-0.93656,0.07245697
8651,-0.566161667,0.072559572
10953,-0.34958,0.072563221
2967,0.442728333,0.072582847
767579,1.002991667,0.072598908
165324,0.376546667,0.072604057
1655,0.608346667,0.07262569
79829,-0.771596667,0.07269754
84321 /// 728554,-0.582016667,0.07274029
162,-0.522483333,0.072743802
342035,0.809583333,0.072789504
11258,-0.494516667,0.072826262
148932,0.374993333,0.072844368
9103,-0.669441667,0.07285433
4015,-0.936125,0.072908756
4731,-0.590276667,0.073094242
115362,-1.340158333,0.073148687
80194,-0.490216667,0.073250171
2783,-0.812605,0.073301636
53373,0.483528333,0.073351729
729975,0.30232,0.073426317
6348 /// 6349 /// 414062,-0.934368333,0.073471141
100507475,-0.399513333,0.073498264
57633,-1.749588333,0.073558894
518,-0.84699,0.073574006
654466,0.530008333,0.073593124
255631,-0.873025,0.073682971
5660,-0.344301667,0.073723236
2218,0.510771667,0.07373853
4338,-0.530495,0.073761076
23140,0.424678333,0.073805745
56940,0.570058333,0.073851301
85294 /// 730755,-0.506728333,0.073909496
4093,0.756051667,0.073919837
148418,0.591476667,0.073924168
6574,-0.612516667,0.074004901
5350,-1.687956667,0.074060894
10384,-0.607006667,0.074090829
57226,-0.38892,0.074149915
4794,-0.705091667,0.074188017
9723,0.484271667,0.074192699
2012,0.695396667,0.074309105
84532,0.524811667,0.074381277
79642,-0.398798333,0.074383746
91582,-0.585666667,0.074400649
3433,-1.165353333,0.074409218
55286,0.282318333,0.074459813
7786,0.437946667,0.074499424
1756,1.118971667,0.074533863
121952,0.275356667,0.074565306
256236,-1.638621667,0.074579316
201780,-0.319458333,0.074716349
84572,-0.430768333,0.07474155
55627 /// 150776,0.379695,0.074743724
11141,0.494588333,0.074778967
5203,-0.913868333,0.074942009
7058,-0.70306,0.07503602
1207,-0.594463333,0.075050472
57035 /// 101928189,0.532008333,0.075156241
101929114,0.452585,0.075193007
100133131,0.376718333,0.075217404
9830,-1.114496667,0.075226354
3955,0.632936667,0.075232483
5961,-0.619726667,0.075311706
5708,-0.373011667,0.075330559
3778,-1.447865,0.075332055
1939,0.377431667,0.075363731
5058,-0.525136667,0.075416367
79668,-1.075411667,0.075426388
100130078,0.28767,0.075459355
5141,-0.411478333,0.075471076
22977,-0.590406667,0.075497724
5498,0.484456667,0.075500101
10726,-0.321028333,0.075501539
1946,1.034588333,0.075510721
113452,-0.557463333,0.075517243
79858,0.512756667,0.075533571
11119,-0.407243333,0.075539697
4747,-0.94277,0.075561608
101928152,-1.298556667,0.075633258
170506,0.546305,0.075655855
285755,0.462903333,0.075680447
5095,0.664376667,0.075716752
101929752,0.27765,0.075730831
10277,0.404933333,0.075834597
25932,-0.99647,0.075844622
5545,-0.44064,0.075910229
148423,0.50897,0.075942784
728613,-1.234113333,0.075943016
203228,0.650706667,0.075963786
11049 /// 116150,-0.315191667,0.075986544
137075,-1.077438333,0.075997017
79137,-0.432276667,0.076070679
9439,0.70733,0.076154287
51629,-0.622008333,0.076181903
121506,-0.935076667,0.076222869
25841,-0.410661667,0.076280506
51375,-1.002873333,0.076321768
829,-0.502101667,0.076328463
9247,0.253501667,0.076336379
55048,-0.529948333,0.07637026
5276,0.337061667,0.076377114
2202,0.828666667,0.076385322
114990,0.725206667,0.076479452
1379,-0.331606667,0.076502801
1476,-0.726305,0.07653776
3759,0.722791667,0.07658564
219539,0.949386667,0.076638252
83666,-0.70555,0.076662303
79966,0.54374,0.076688465
7975,0.601926667,0.076708555
83607,0.590578333,0.076727408
9,-1.502131667,0.076766528
26007,-0.311176667,0.076846959
65057,0.334961667,0.076854621
91663,0.604625,0.076884355
2806,-0.431315,0.076945116
285812,1.040053333,0.077052784
101927075,0.491733333,0.077119136
100272216,0.665335,0.077158687
23114,0.588381667,0.077171585
26136,-0.982363333,0.077409294
81671,-0.898351667,0.077411467
84668,0.661845,0.077413146
5211,-0.429206667,0.077516838
23194,0.578986667,0.077538514
29984,-0.397033333,0.077586917
5775,0.788378333,0.077642078
139735,-0.458853333,0.077719569
79148,0.30289,0.077764654
119016,1.0258,0.077836474
100130086 /// 100506164,0.44164,0.077860135
51506,-0.440118333,0.077945574
8263 /// 474383 /// 474384,-0.564426667,0.077971766
440896 /// 101927424 /// 101929800,0.337185,0.078020386
3965,-0.654246667,0.078047827
4035,-0.640046667,0.078074466
145376,0.469136667,0.078081406
4175,-0.467681667,0.078099617
56270,0.326568333,0.078148018
113675,-0.67501,0.078159543
221336,-1.708386667,0.078174555
80169,0.555001667,0.078178808
112950,-0.415963333,0.078206716
1347,-0.620868333,0.078207743
84270,-0.44587,0.078230741
6038,0.722203333,0.078253874
56131,0.673768333,0.078254691
10197,-0.769193333,0.078287291
4674,0.54033,0.078288372
10984 /// 101927338,0.64114,0.078293597
23428,-0.376548333,0.078348337
134492,-0.673318333,0.078378587
283554,0.476688333,0.078386742
4982,-1.015136667,0.078409934
2974,-0.460853333,0.078410671
9168,-0.489163333,0.078410999
9881,-0.419343333,0.07860161
88745,-0.453745,0.078629554
51086 /// 100526835,0.500268333,0.078677283
51778,0.598821667,0.078736486
64374,-0.493871667,0.078739461
80745,-0.630675,0.07877273
101928054,-0.843441667,0.078773394
122622,-0.59463,0.07879455
146512,-0.306091667,0.078824191
285548,-0.350375,0.078825096
375346 /// 100526772,-0.407231667,0.07892374
222223,0.601258333,0.078953196
5966,0.823631667,0.078953241
2765,0.277068333,0.07896234
170954,-0.599996667,0.078962979
399671,0.315143333,0.078980328
1404,-0.450783333,0.078997716
246126,0.345111667,0.079037211
6748,-0.74053,0.079048002
6925,0.570051667,0.079051864
92312,-0.376356667,0.079077938
1105,0.636521667,0.079116854
63946,0.488045,0.079135209
5210,-0.541051667,0.079207358
6870,0.269331667,0.079214966
101928000,-1.244581667,0.07927589
1629,0.445256667,0.079285759
